;APP_Libelle_etablissement;SIRET;Adresse_2_UA;Code_postal;Libelle_commune;geores;Agrement
10395;PIZZA SERVIZIO;8,22822E+13;296 BOULEVARD HENRI BARBUSSE;91210;Draveil;48.694638,2.41437;
10396;MLW ANGLET;8,3435E+13;51 AVENUE JEAN LEON LAPORTE;64600;Anglet;43.490995,-1.49728;
10397;CHERI CHERIE;5,33545E+13;203 Avenue Gambetta;75020;Paris 20e  Arrondissement;48.873065,2.404769;
10398;LE JARDIN DU MOULIN DES JONCS;8,38609E+13;LE VIEUX BOURG;63700;Ars-les-Favets;46.202,2.754;
10399;SOBEVAL RHONE;4,89746E+13;8/10 AVENUE MONTMARTIN;69960;Corbas;45.671775,4.921706;69273003
10400;EARL LES BRUYERES;3,31517E+13;5 RUE DU TAUREAU;2000;Chavignon;49.488311,3.522476;
10401;BOUCHERIE CHARCUTERIE PASSOT;5,18682E+13;5B RUE DE LA POISSONNIERE;41350;Saint-Gervais-la-Forêt;47.564865,1.359606;
10402;CHEZ YVES;4,90098E+13;73 RTE NATIONALE;7120;Ruoms;44.453256,4.341812;
10403;FOYER RESTAURANT;2,159E+13;DE LATTRE DE TASSIGNY;59280;Armentières;50.68831,2.879139;
10404;GAEC LA FERME DE L'ISLE;8,13544E+13;10 L ISLE;50860;Moyon Villages;48.979578,-1.156543;
10405;FOURNIL DU CIEL;8,33639E+13;169 BOULEVARD LEFEBVRE;75015;Paris 15e  Arrondissement;48.828729,2.301615;
10406;ASSOCIATION AMAFE;3,14046E+13;LES CINQ CHEMINS;56520;Guidel;47.801669,-3.47741;
10407;SPEED RABBIT PIZZA;8,80353E+13;81 BD JEANNE D ARC;59500;Douai;50.365309,3.068061;
10408;PONS LOIS;8,39212E+13;3 RUE DE LA NATURE;11370;Leucate;42.876119,3.046782;
10409;GAEC TERRE DE COEUR;5,1404E+13;19 rue de la vallée;51600;Somme-Tourbe;49.102564,4.67064;
10410;ZACCHELLO ALEXANDRE;8,08387E+13;3273 ROUTE PEJOUANS;40190;Hontanx;43.816462,-0.230318;
10411;EARL DU BOUC NOIR;9,00632E+13;LA VALLEE;41700;Couddes;47.356721,1.393242;41062001
10412;KAYA RAPIDE;4,8229E+13;1 RUE ETIENNE DOLET;75020;Paris 20e  Arrondissement;48.8676,2.38321;
10413;LE BOISSY D'ANGLAS;8,30944E+13;41 RUE BOISSY D ANGLAS;75008;Paris 8e  Arrondissement;48.870068,2.322425;
10414;LES SAISONNIERS;8,98883E+13;22 RUE D'ORSEL;75018;Paris 18e  Arrondissement;48.883913,2.344163;
10415;GAEC DE LA MIMARNEL;8,97997E+13;LA POSTE;14340;Cambremer;49.142175,0.087545;
10416;SERRANO HERNANDEZ RAFAEL - FERME DE LA BISCARRERE;4,90881E+13;ESTANIELS;9420;Esplas-de-Sérou;42.985772,1.364497;
10417;DE LA FONT DU LOUP;4,50224E+13;325 chemin des hivernaux;69610;Meys;45.685232,4.382963;
10418;GLIDA-FRANCE;5,09866E+13;68 BOULEVARD DIDEROT;75012;Paris 12e  Arrondissement;48.846552,2.381179;
10419;L'HUITRIERE DE TAMARIS;8,90701E+13;178 ALL DE LA PETITE MER;83500;La Seyne-sur-Mer;43.082409,5.865416;83126015
10420;MUTUELLE ASSURANCE INSTITUTEUR FRANCE;7,7571E+13;154 RUE DE L'UNIVERSITE;75007;Paris 7e  Arrondissement;48.861214,2.307848;
10421;CODIM;4,49544E+13;Centre Cial Pays de Montaigu;85600;Montaigu-Vendée;46.967307,-1.304431;
10422;ATAO;8,97951E+13;RUE DU COMMERCE;56780;Île-aux-Moines;47.592783,-2.846314;
10423;EURL PERENON;4,53551E+13;56  RTE DU GRAND CHEMIN;3240;Deux-Chaises;46.380733,3.035605;
10424;BOUCHERIE DES 4 FRERES;5,17593E+13;27 AV DE L ABBE ROGER DERRY;94400;Vitry-sur-Seine;48.78979,2.390628;
10425;IDJIHADI MARIAMOU;9,41205E+12;PLACE DU MARCHE DE MAMOUDZOU;97600;Mamoudzou;-12.778215,45.230875;
10426;SARL SNL FOOD;5,33516E+13;17 BOULEVARD MONTMARTRE;75002;Paris 2e  Arrondissement;48.871666,2.340945;
10427;SPAR;7,5087E+13;SPAR;5200;Embrun;44.568046,6.484718;
10428;CABLOT JEAN-MICHEL;3,51398E+13;LIEU DIT LES JOURNEAUX N° 3;33230;Lagorce;;
10429;DISTRIMUSLI;3,3758E+13;8 IMP DE LA GAYONNE;34500;Béziers;43.335124,3.26008;
10430;LAEYOMAT;4,22768E+13;Avenue de la libération;47450;Colayrac-Saint-Cirq;44.219862,0.550615;
10431;ARMOR CUISINE;3,02136E+13;2 à 12 RUE LAVOISIER;93000;Bobigny;48.902352,2.433638;93008008
10432;HOPITAL MERE ENFANT DE L'EST PARISIEN;3,48782E+13;9  RUE DES BLUETS;75011;Paris 11e  Arrondissement;48.864482,2.381999;
10433;GRAND REGENCY;5,28612E+13;ALLEE ULYSSE;34000;Montpellier;43.603345,3.916793;
10434;PITA PIT;8,23985E+13;29 RUE DE VERDUN;44000;Nantes;47.216735,-1.552511;
10435;GUILLOT & DUMONT;8,81962E+13;22 RUE BALZAC;37600;Loches;47.12759,0.996674;
10436;PIZZERIA DI.U.CARETTU;4,0297E+13;A PIZZERIA DI DU CARETTU;70800;Saint-Loup-sur-Semouse;47.889993,6.271886;
10437;CUISIMER;3,22769E+13;8 Che de Blactot;50500;Carentan les Marais;49.312009,-1.249053;50099003
10438;PATATES EN FOLIES;4,20601E+13;10 IMP LIEUT COLONEL ROLLAND;81000;Albi;43.912881,2.133962;
10439;COMPTOIR SHIRO;8,83637E+13;168 BD SAINT GERMAIN;75006;Paris 6e  Arrondissement;48.853486,2.335234;
10440;EXPLOITATION DE LA FROMAGERIE SOREDA;3,80688E+13;1, rue de Lardiller;24680;Lamonzie-Saint-Martin;44.839276,0.396983;24225005
10441;LES CHATAIGNERS SARL;4,19603E+13;LE CURADOU;7530;Vallées-d'Antraigues-Asperjoc;44.724582,4.357615;
10442;GUILLOUX PASCAL;3,94403E+13;Le Port;22500;Plouézec;;22162010
10443;LA BOUTIQUE DE L'AIR MARIN;8,85131E+13;2 B LA FRADOUILLERE;44760;Les Moutiers-en-Retz;47.069865,-1.96643;
10444;L'ATELIER COWRREZIEN;8,90762E+13;250 RTE DE CHAUFFOUR;19500;Meyssac;45.049506,1.669797;19138002
10445;L'AUTHENTIK;8,33779E+13;90 RUE BALARD;75015;Paris 15e  Arrondissement;48.838026,2.278308;
10446;LE PRELUDE;4,85366E+13;3 RUE MEYERBEER;75009;Paris 9e  Arrondissement;48.871679,2.333521;
10447;BOUCHERIE LOIC LAMBERT;8,48992E+13;96 AV DE L ADOUR;64600;Anglet;43.520585,-1.502416;
10448;LE BOULANGER DU PARC;8,39503E+13;30 AVENUE DE LAUMIERE;75019;Paris 19e  Arrondissement;48.884544,2.380157;
10449;DEL PAPA;4,0813E+13;233 BIS RUE DU FBG SAINT HONORE;75008;Paris 8e  Arrondissement;48.877324,2.299247;
10450;LE CROQUANT;7,92883E+13;28 RUE SAINT JACQUES;24540;Monpazier;44.680758,0.894009;
10451;REGINA;4,11747E+13;Rue de la Gare;1710;Thoiry;46.231041,5.980146;
10452;FERME DE LICHIERES;8,89045E+13;1028 MONTEE DE VENESTRE;7700;Gras;44.469212,4.572302;
10453;ELEVAGE DE LA RIGOLE;4,89622E+13;ELEVAGE DE LA RIGOLE;71160;Digoin;46.494201,4.017364;71176118
10454;MUTUALITE SANTE SOCIAL 29-56;4,15246E+13;Le Stum;29460;Dirinon;48.407963,-4.254187;
10455;RESTAURANT DEL ARTE;7,51356E+13;Rond point des Clouets;27100;Val-de-Reuil;49.248692,1.183041;
10456;CELLERIER;5,3366E+13;CELLERIER;69002;Lyon 2e  Arrondissement;45.756681,4.831715;
10457;FALLE ROBERT;3,81811E+13;2, place de l'Orme;89450;Asquins;47.481781,3.755531;
10458;LE SAINT PHILIBERT;5,02511E+13;4 PLACE SAINT PHILIBERT;72350;Fontenay-sur-Vègre;47.903827,-0.221153;
10459;LE MARAIS FLEURI;8,08521E+13;route de Nantes;17230;Marans;46.325464,-0.994407;
10460;XIN XIN;8,32982E+13;16-18 RUE DES DEUX GARES;75010;Paris 10e  Arrondissement;48.878505,2.357227;
10461;LYCEE REGIONAL MARITIME AQUACOLE .;A37319011001;ROUTE DE MOUILLEBARBE;17590;Ars-en-Ré;46.211669,-1.51446;17019010
10462;LE LINNOIS;4,52589E+13;89 RUE SAINT CHARLES;75015;Paris 15e  Arrondissement;48.846394,2.285437;
10463;FRANKLINDIS;8,37878E+13;4 AV FRANKLIN D ROOSEVELT;75008;Paris 8e  Arrondissement;48.870069,2.310239;
10464;STEBO;8,3032E+13;14 RUE DES GONCOURT;75011;Paris 11e  Arrondissement;48.86991,2.371861;
10465;GAEC FREARD;7,91908E+13;LA VIGNE;53470;La Bazouge-des-Alleux;48.20701,-0.609231;
10466;LIRON PATRICK;4,09189E+13;34 RUE DES LOUPS DE MER;50560;Gouville sur Mer;49.100722,-1.599551;50215002
10467;EARL VOLAILLES DE PLEIN AIR;8,00874E+13;RTE DE L EST;97311;Roura;4.725077,-52.405977;97310011
10468;PEKIN EXPRESS 3;8,00834E+13;85 BD DE CRETEIL;94100;Saint-Maur-des-Fossés;48.798176,2.484761;
10469;TAYEB ALIMENTAIRE;5,39631E+13;26 AVENUE D'ARCHES;8000;Charleville-Mézières;49.76362,4.71941;
10470;LA TRAVERSE;8,02146E+13;2 AV EDMOND MOCQUERIS;17110;Saint-Georges-de-Didonne;45.599695,-0.993984;
10471;L'AVANT-POSTE;8,45209E+13;7 RUE DE LA FIDELITE;75010;Paris 10e  Arrondissement;48.874393,2.356002;
10472;AVI AGRO ALIMENTAIRE;3,99399E+13;3, rue du Hez;28500;Mézières-en-Drouais;48.722888,1.441373;28251101
10473;LE RELAIS DE LA DILIGENCE;8,2839E+13;6 IMPASSE DE LA BRASSERIE;31470;Fonsorbes;43.535178,1.231463;
10474;ANATOLIA;8,24947E+13;57 RUE HENRI DUNANT;60100;Creil;49.250965,2.466993;
10475;LE COMPTOIR DES VIANDES BIO;4,33964E+13;Rue de l'Europe;49360;Maulévrier;47.017222,-0.764525;49192012
10476;MALARTRE CONSERVES;3,31164E+13;74, chemin de la Mouche;69230;Saint-Genis-Laval;45.695592,4.817194;69204005
10477;SMAAK SELV SERVICE;8,49398E+13;14 PL DE LA RESISTANCE;37000;Tours;47.394421,0.686311;
10478;SOVEFRAIS;4,32411E+13;RUE ALAIN GERBAULT;56400;Auray;47.661059,-3.003047;56007051
10479;MONIQUE ET MYRTILLE;8,45023E+13;83 RUE ORFILA;75020;Paris 20e  Arrondissement;48.868028,2.399884;
10480;INTERMARCHE;4,43639E+13;LIEUDIT BELLEVUE;69610;Souzy;45.701151,4.457502;
10481;PAINS SAINT ROLAN;8,37695E+13;13 RUE CLAUDE CHAPPE;97420;Le Port;-20.946668,55.313005;97407021
10482;MAHA;8,79404E+13;72 RUE DE DUNKERQUE;75009;Paris 9e  Arrondissement;48.882272,2.346088;
10483;AMELIE CONFLUENCE;7,50997E+13;112 CRS CHARLEMAGNE;69002;Lyon 2e  Arrondissement;45.74081,4.818981;
10484;KASMI MOHAMMED;3,81777E+13;32 AV POTIE;38400;Saint-Martin-d'Hères;45.172208,5.756529;
10485;BOULANGERIE PATISSERIE DE L ILE;8,10574E+13;16 PLACE D ARMES;83400;Hyères;43.00022,6.202814;
10486;RUSSO ET POULARD;5,21147E+13;MARCHE COUVERT;17110;Saint-Georges-de-Didonne;45.603281,-0.997594;
10487;CREPERIE SARAH;8,5062E+13;3 RUE GENERAL DE GAULLE;10000;Troyes;48.299944,4.075932;
10488;MARFEE ANIMATION;4,24548E+13;RUE DU COMMERCE;8350;Noyers-Pont-Maugis;49.668241,4.954716;
10489;ABRARD JEAN CHARLES;5,31348E+13;MARCHE COUVERT;17110;Saint-Georges-de-Didonne;45.603281,-0.997594;
10490;LA CATHE BY MR MOUSTACHE;8,92E+13;9 PL SAINT VINCENT;71100;Chalon-sur-Saône;46.78197,4.858457;
10491;LEUVREY BEATRICE;8,11351E+13;2263 ROUTE DES TAYEUX;88290;Saulxures-sur-Moselotte;47.960314,6.763094;
10492;CROUSTI POULET;8,84811E+13;7 PL DES ARCADES;93800;Épinay-sur-Seine;48.958474,2.327321;
10493;LA DIVINA;8,33511E+13;21 RUE DE LA FRATERNELLE;69009;Lyon 9e  Arrondissement;45.768351,4.803889;
10494;MD FOOD;8,19973E+13;108 RUE BRANCION;75015;Paris 15e  Arrondissement;48.829769,2.301682;
10495;SAMARA;5,32449E+13;57 AV DU MARECHAL LECLERC;93190;Livry-Gargan;48.919534,2.538564;
10496;L'ANNEXE;7,98885E+13;5 BOULEVARD DU PALAIS;75004;Paris 4e  Arrondissement;48.855022,2.345862;
10497;BKB;8,45379E+13;RTE DE LA CHARITE;18000;Bourges;47.094543,2.414792;
10498;ASSOC GESTION INSTAL COMMUNALE;3,49358E+13;_;43350;Saint-Paulien;45.160394,3.825423;43216004
10499;MAISON NOUILLE;8,07611E+13;125, RUE DE LA ROQUETTE;75011;Paris 11e  Arrondissement;48.85838,2.382659;
10500;MAIRIE COMMUNE DE MAGNAT L'ETRANGE;2,12312E+13;LE BOURG;23260;Magnat-l'Étrange;45.795952,2.265492;
10501;EXTRAMER;3,5225E+13;Fontaine d'Extramer;66600;Salses-le-Château;42.835022,2.917938;66190001
10502;S.A. CHATEAU D'ETOGES;3,79593E+13;4, rue Richebourg;51270;Étoges;48.881452,3.852839;
10503;ASSOCIATION CANTONALE CULTURELLE EDUCATIVE ET SPORTIVE;4,87738E+13;nan;52500;Fayl-Billot;47.784332,5.614261;
10504;L'ESCALE;4,4426E+13;6 GRANDE RUE;89520;Lainsecq;47.554564,3.273539;
10505;EURL PALAIS EXOTIQUE;5,23072E+13;4 RUE DE MARSEILLE;69007;Lyon 7e  Arrondissement;45.754294,4.841877;
10506;OLANO PROVENCE;5,32886E+13;Rue Gay Lussac;13310;Saint-Martin-de-Crau;43.625598,4.789876;13097026
10507;PAUL;5,33154E+13;112 Crs Charlemagne;69002;Lyon 2e  Arrondissement;45.74081,4.818981;
10508;MC DONALD'S;4,02154E+13;rue de Valras;34410;Sérignan;43.27033,3.284169;
10509;JURETAN;8,0833E+13;6 PL GENERAL GIBERT;11430;Gruissan;43.105417,3.085822;
10510;ROLANCY ALAIN;3,98205E+13;16 Grande rue de la Croix-Rousse;69004;Lyon 4e  Arrondissement;45.777435,4.83231;
10511;LEAF MARKET;4,94874E+13;68 RUE BECHEVELIN;69007;Lyon 7e  Arrondissement;45.750023,4.839839;
10512;LE PADIGLIONE;8,91982E+13;99 RUE DU PONT DE MAYENNE;53000;Laval;48.06919,-0.765836;
10513;CARREFOUR MARKET;8,33588E+13;ROUTE DE SAMADET;40700;Hagetmau;43.655952,-0.572243;
10514;CRECHE DES RESIDENCES;2,19E+13;Rue de Verdun;90000;Belfort;47.635062,6.847189;
10515;BOUCHERIE ADIL;8,42719E+13;CTRECIAL DU BOIS CANY;76120;Le Grand-Quevilly;49.416525,1.042221;
10516;WOK GRILL;8,87972E+13;2 BD DU MARECHAL FOCH;93330;Neuilly-sur-Marne;48.854153,2.520262;
10517;ORGANISME GESTION ETS J.B.DE LA SALLE;7,85621E+13;6-8 place de la Résistance;93200;Saint-Denis;;
10518;BOUKHENIFRA (sdf);4,3194E+13;46, avenue des calanques;13260;Cassis;43.21154,5.523836;13022004
10519;PIZZA DEL PASSATO ST MEDARD EN JALLES;8,91377E+13;110 B AV MONTAIGNE;33160;Saint-Médard-en-Jalles;44.891641,-0.709075;
10520;LAMY JULIEN;5,11551E+13;LA CASSINE;72540;Auvers-sous-Montfaucon;48.005149,-0.070551;72017001
10521;LA CASA DE QUENTIN;5,11119E+13;27 GRANDE RUE;50220;Ducey-Les Chéris;48.619458,-1.293478;
10522;CENTRE EDUCATIF POUR ADOLESCENTES;3,4962E+13;4, RUE BOUGAINVILLE;41000;Blois;47.594976,1.299797;
10523;DE ROCHE ROUSSE;4,51513E+13;LES MICHALONS;26420;Saint-Martin-en-Vercors;45.022701,5.453274;
10524;GOURMET DE SEINE;8,90966E+13;6 RUE DU PETIT PONT;75005;Paris 5e  Arrondissement;48.843933,2.347637;
10525;ASSOCIATION LORRAINE POUR LA PROMOTION EN AGRICULTURE;7,83346E+13;Les Noires Terres;54740;Haroué;48.477041,6.176337;
10526;LES POULETTES DES REMPARTS;8,8926E+13;1860 RTE DE MONTLOUVIER;38460;Dizimieu;45.719382,5.272543;38146001
10527;PROXI SERVICE;7,51518E+13;227 RUE DE LA CONVENTION;75015;Paris 15e  Arrondissement;48.835994,2.301093;
10528;CLINIQUE CHANTECLER;6,68037E+12;240, avenue des Poilus;13012;Marseille 12e  Arrondissement;43.315639,5.461397;
10529;LA TABLE DU BOULANGER;8,89413E+13;9 RUE PARMENTIER;65260;Pierrefitte-Nestalas;42.960741,-0.073766;
10530;CAP OCEANE;8,01678E+13;CAP OCEANE;14360;Trouville-sur-Mer;49.365186,0.082678;
10531;CENTRE PSYCHOTHERAPIQUE;2,60305E+13;CENTRE PSYCHOTHERAPIQUE;3360;Ainay-le-Château;46.711023,2.692326;
10532;L'ESCALE HALAL;7,93865E+13;1 RUE JEAN MOULIN;94370;Sucy-en-Brie;48.775219,2.515044;
10533;GAEC RABOISSON;3,78548E+13;LAGRIFFOULE;15190;Lugarde;45.2623,2.755582;15110120
10534;LE PETIT TRIANON;7,51393E+13;239 AV DE MINDIN;44250;Saint-Brevin-les-Pins;47.249147,-2.165267;
10535;Au Carré;8,43143E+13;63 RUE DE L OUEST;75014;Paris 14e  Arrondissement;48.835889,2.318988;
10536;ORGANISME DE GESTION LA CHARTREUSE;4,20049E+13;rue du pont de la Chartreuse;43700;Brives-Charensac;45.052457,3.912641;43041315
10537;LOGEMENT FOYER LES ERABLES;7,84052E+13;4, rue sebastopol;62290;Noeux-les-Mines;50.465143,2.670253;62617605
10538;BOUCHERIE LECOMTE;4,78654E+13;15 RUE AUBERT;88000;Épinal;48.17394,6.447062;
10539;CANTINE ECOLE PUBLIQUE;7,77547E+13;ECOLE PUBLIQUE;29620;Guimaëc;;
10540;BOUCHERIE CHARCUTERIE;8,10775E+13;PLACE MAYENNE;76370;Martin-Église;49.900637,1.140722;
10541;CARREFOUR AMITIE ENTRAIDE PERSONNE AGEE;7,76403E+13;nan;42530;Saint-Genest-Lerpt;45.451889,4.336773;
10542;LA BOUCHERIE SELLOISE;7,94661E+13;11 RUE DU SION;41130;Selles-sur-Cher;47.275607,1.551795;
10543;TASTE OF INDIA ET CHICKEN SPOT;8,4172E+13;63 RUE DU GENERAL DE GAULLE;94290;Villeneuve-le-Roi;48.735026,2.420811;
10544;DOUCEURS ET CHOCOLATS;5,29774E+13;4 PL DU HUIT MAI 1945;69210;Sain-Bel;45.810993,4.599438;
10545;KEROUZINE;7,98158E+13;3, Place du Poids Public;56000;Vannes;47.655422,-2.758071;
10546;PAUSE D HELICE;8,4904E+13;PLACE DE L'HELICE;83250;La Londe-les-Maures;43.116096,6.246508;
10547;CHARLES VILLE;8,44227E+13;5 RUE GAMBETTA;3190;Hérisson;46.508539,2.711922;
10548;L'HAPPY DAYS;4,84547E+13;30 RUE DE BELLEVUE;2100;Saint-Quentin;49.852255,3.299084;
10549;MAISON POULARD;7,90559E+13;MAISON POULARD;69210;Sain-Bel;45.802518,4.590903;
10550;GAEC L'AULP DE FIER;8,08848E+13;3371 route de l'Aiguille;74230;Manigod;45.848534,6.402363;74160358
10551;EURL DE NORMANDIE;4,14749E+13;9 PLACE DU MARCHE;61200;Argentan;48.744016,-0.019516;
10552;OGEC JEAN XXIII;7,76674E+13;7, AVENUE DE FOIX;9100;Pamiers;43.107403,1.618093;
10553;COL DES ARAVIS;8,10764E+13;329 route de la Sence;74220;La Clusaz;45.889842,6.429407;74080183
10554;ULRICH JEAN;4,24994E+13;18 B AV DE CAHORS;24150;Couze-et-Saint-Front;44.828774,0.703982;
10555;BELAMBRA CLUBS;3,22706E+13;406, avenue de l'Estérel;83400;Hyères;43.030735,6.160667;
10556;ODESIA VACANCES CAMPING LE FAYOLAN;3,94024E+13;Camping en Fayolan;39130;Clairvaux-les-Lacs;46.575062,5.749493;
10557;CREPERIE DU PONT AVEN;4,88353E+13;54 RUE DU MONTPARNASSE;75014;Paris 14e  Arrondissement;48.842113,2.325482;
10558;LE HAVANE;8,40214E+13;188 AVENUE DE VERSAILLES;75016;Paris 16e  Arrondissement;48.83946,2.261704;
10559;MARRA PIERRE;3,21652E+13;8 RUE CLEMENT;75006;Paris 6e  Arrondissement;48.852547,2.336067;
10560;ROUSSELET FREDERIC;4,02192E+13;3 RUE PAUL MONGIBEAUX;24430;Razac-sur-l'Isle;45.163718,0.600835;
10561;EPICERIE LA LAGRASSIENNE;7,50593E+13;10 BD DE LA PROMENADE;11220;Lagrasse;43.090659,2.620971;
10562;2C ALBI;8,79364E+13;RUE DES PORTES D ALBI;81000;Albi;43.918523,2.114817;
10563;CTRE MEDICAL LUPPACH SOINS SUITE LONGUE;4,2481E+13;Luppach;68480;Bouxwiller;47.506687,7.33145;
10564;LWIN;4,33351E+13;8 RUE DES CISEAUX;75006;Paris 6e  Arrondissement;48.852885,2.333928;
10565;POISSONNERIE DE LA CROIX;8,9077E+13;41 RUE LOUIS MARTIN;83420;La Croix-Valmer;43.208792,6.568644;
10566;RESTAURANT LE MOLIERE;8,2096E+13;18 PL DU 14 JUILLET;34120;Pézenas;43.460794,3.424504;
10567;GAEC FERME DE LA CIME DU MAS;7,90898E+13;LA CIME DU MAS;26420;La Chapelle-en-Vercors;44.950568,5.398094;26074081
10568;LE CHALET DE LA FORGE;8,40384E+13;2 AV DU MOUSTIER;24620;Les Eyzies;44.936255,1.021114;
10569;L'EPICERIE LITTERAIRE;5,38523E+13;89 RUE DUHESME;75018;Paris 18e  Arrondissement;48.894502,2.344165;
10570;SAFA;8,7838E+13;25 RUE LLUCIA;66000;Perpignan;42.6973,2.901052;
10571;LIRONIS & CO;4,81746E+13;71 RUE MOUFFETARD;75005;Paris 5e  Arrondissement;48.842279,2.349839;
10572;LA BOITE A ENCAS;8,07708E+13;60 avenue de l'europe;92270;Bois-Colombes;48.906817,2.260879;
10573;PITTZ;8,00541E+13;4 RUE DE LA COURONNE;13100;Aix-en-Provence;43.527297,5.446096;
10574;SOCIETE DE PROTEINES INDUSTRIELLES;3,43563E+13;le flachec.;56230;Berric;47.621186,-2.530629;56015002
10575;HERTA;3,11043E+13;2  RTE JEAN PIERRE CLAUSE;67400;Illkirch-Graffenstaden;48.530239,7.705157;67218001
10576;DEL ARTE;5,14729E+13;3 Allée Pablo Picasso;31120;Portet-sur-Garonne;43.538653,1.412145;
10577;ECOLE PRIVEE SAINT ELOI;4,22617E+13;99 TER RUE DE REUILLY;75012;Paris 12e  Arrondissement;48.843785,2.390961;
10578;LE CLOS;7,5285E+13;20, Rue des Gours;63320;Chidrac;45.551346,3.149107;
10579;SOCIETE HERVE COUDENE;3,12468E+13;RN 102;7660;Lanarce;;
10580;EARL HUITRES SPECIALES D'UTAH;4,18719E+13;LA PETITE DUNE;50480;Sainte-Marie-du-Mont;49.389486,-1.18023;50509116
10581;LA FERME AUX PIGEONS;5,3411E+13;LAMALLE NORD;31530;Bellegarde-Sainte-Marie;43.679755,1.112884;31553013
10582;O CHIROULET;8,48952E+13;CHIROULET;65200;Bagnères-de-Bigorre;43.005451,0.137071;
10583;KFE DEL TWINS;8,49821E+13;37 RUE VIALA;75015;Paris 15e  Arrondissement;48.849957,2.288814;
10584;VIANDART;4,94414E+13;14 RUE DAVID GUILLABERT;84200;Carpentras;44.055885,5.049373;
10585;LE ROYAL HOTEL;5,72022E+13;212 BOULEVARD RASPAIL;75014;Paris 14e  Arrondissement;48.840995,2.329664;
10586;LA BERGERIE DES MOLLIERES;5,31042E+13;LE MELAY;69770;Villechenève;45.827346,4.411311;69263007
10587;MYLE KEBAB;8,88315E+13;1 PL DU GENERAL LECLERC;61220;Briouze;48.698363,-0.36732;
10588;RESTAURANT LES CEVENNES;4,38285E+13;BAR DES CEVENNES;7510;Saint-Cirgues-en-Montagne;44.754452,4.094634;
10589;SCEA DE SOIGEOT;3,50359E+13;4 RUE DE L'HUCHE MARTEAU;89200;Magny;47.480575,3.976552;
10590;CENTRE SCOLAIRE JEANNE D ARC AYENCINS;7,79579E+13;2, rue Raymond Poincarré;38550;Le Péage-de-Roussillon;45.36831,4.797226;
10591;GROUPEMENT AGRICOLE D'EXPLOITATION EN COMMUN RECONNU DESMORAS ET ID;8,48105E+13;530 ROUTE TOUPIER;40190;Hontanx;43.801741,-0.240284;40127001
10592;GREEN SUR MESURE;8,82073E+13;4 B RUE GASTON BOYER;51100;Reims;49.260805,4.021725;
10593;GAEC DE PERROT;8,37853E+13;LIEU DIT BRUYERES;82110;Cazes-Mondenard;44.206366,1.187261;82042001
10594;SOLE MIO;3,18571E+13;ZONE ARTISANNALE DU GUIMAND;26120;Malissard;44.914844,4.952578;
10595;PASQUET Alexandre;4,19014E+13;RUE GAMBETTA;24220;Saint-Cyprien;44.869141,1.043683;
10596;LA CARAVELLE;5,11291E+13;68 AV DU PORT;17132;Meschers-sur-Gironde;45.555473,-0.948685;
10597;GAUTRET MARTIN;8,01254E+13;49 AV DU LAC DE MAINE;49000;Angers;47.466018,-0.591207;
10598;OUEST CRECHE CHATEAUGIRON;8,1944E+13;5 RUE DE LA BRIQUETERIE;35410;Châteaugiron;48.046726,-1.511261;
10599;CDE;2,63307E+13;6 Route de Saint Caprais;33670;Sadirac;44.780339,-0.41076;33363001
10600;VILLA ROMA;4,29231E+13;4 RUE DU VAL DE SARTHE;49125;Tiercé;47.614258,-0.468524;
10601;AGROTECH;8,02994E+13;Quartier Bois Quarré;97232;Le Lamentin;14.641447,-60.976635;97213047
10602;ASSOCIATION EHPAD LA CHAUME;3,51379E+13;RUE GILBERT DE LAROCQUE-LATOUR;18190;Châteauneuf-sur-Cher;46.854009,2.32358;
10603;EARL VAL DU VICOIN;4,79146E+13;LA PRISE AU NOYER;53000;Laval;48.041691,-0.80505;
10604;FERME DE CHASTEL;8,22782E+13;ND;15240;Le Monteil;45.316841,2.499248;
10605;SOC ROYAL TRINITE;6,02037E+13;59  RUE  DE CHATEAUDUN;75009;Paris 9e  Arrondissement;48.876213,2.332325;
10606;MON LOUCHEBEM BIO;8,41123E+13;85 B BD DE MAGENTA;75010;Paris 10e  Arrondissement;48.876415,2.355599;
10607;LES MARSUPIAUX;5,14822E+13;8 IMPASSE MAILLABERT;69340;Francheville;45.744501,4.750855;
10608;LA CANTINA LOCA;8,30097E+13;15 ROUTE DE BOULOGNE;31350;Blajan;43.260777,0.642606;
10609;GAEC LE MASBERNAT;8,19791E+13;LIEU DIT LE MASBERNAT;48330;Saint-Étienne-Vallée-Française;44.184107,3.83091;
10610;OEUVRES RESTAURANT ENFANTS PIERRE-BENITE;7,79718E+13;21, Avenue de Haute Roche;69310;Pierre-Bénite;45.700277,4.827829;69152001
10611;ROYAL TANDOORI;4,32261E+13;19 RUE DU 19 MARS 1962;38300;Bourgoin-Jallieu;45.586691,5.276683;
10612;SALAISONS DES PYRENEES;8,89053E+13;route de Toulouse;9190;Lorp-Sentaraille;43.0158,1.11832;
10613;AMISA;8,88972E+13;1 AV DE LA DIVISION LECLERC;93700;Drancy;48.935429,2.456621;
10614;GUISQUET;7,91528E+13;Petit Letty;29360;Clohars-Carnoët;47.814181,-3.553644;
10615;NAGOYA VOUILLE;8,21894E+13;40 RUE DE VOUILLE;75015;Paris 15e  Arrondissement;48.834177,2.306698;
